                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.86597,                0.48611,                0.94563,                0.87025,                0.82894,                0.88715,                0.61726,                 1.0757,                0.61709,                 1.0801,             0.00042925,             0.00042925,             0.00042925
                    152,                0.85062,                0.47333,                0.94796,                0.88492,                0.82213,                0.88739,                0.61748,                 1.0737,                0.62464,                  1.083,               0.000421,               0.000421,               0.000421
                    153,                0.85734,                0.48328,                0.95482,                0.84904,                0.84948,                0.88937,                0.62252,                 1.0641,                0.60764,                 1.0734,             0.00041275,             0.00041275,             0.00041275
                    154,                0.87447,                0.47878,                0.95465,                0.87551,                0.80884,                0.87619,                0.61209,                 1.0779,                0.62045,                 1.0881,              0.0004045,              0.0004045,              0.0004045
                    155,                 0.8575,                0.47839,                0.95027,                0.89837,                0.81239,                0.88536,                0.61903,                 1.0693,                0.61711,                 1.0771,             0.00039625,             0.00039625,             0.00039625
                    156,                0.88284,                0.48935,                0.94821,                0.87575,                0.82651,                0.88892,                0.61956,                 1.0666,                0.62156,                 1.0695,             0.00038799,             0.00038799,             0.00038799
                    157,                0.85855,                0.47438,                0.94843,                 0.8586,                0.83046,                0.88426,                0.61554,                 1.0818,                 0.6326,                 1.0787,             0.00037974,             0.00037974,             0.00037974
                    158,                0.84906,                0.48124,                0.94929,                0.86144,                 0.8431,                0.88799,                 0.6173,                 1.0695,                0.63186,                 1.0771,             0.00037149,             0.00037149,             0.00037149
                    159,                0.85289,                0.47025,                0.94219,                0.85607,                0.83572,                0.88309,                0.61861,                 1.0723,                0.62757,                  1.077,             0.00036324,             0.00036324,             0.00036324
                    160,                0.83755,                 0.4719,                0.93925,                0.85851,                 0.8348,                0.88762,                0.61771,                 1.0691,                0.62431,                 1.0751,             0.00035499,             0.00035499,             0.00035499
                    161,                0.84415,                0.47211,                0.94916,                0.84449,                0.83668,                0.88808,                0.61677,                 1.0675,                0.61734,                 1.0768,             0.00034674,             0.00034674,             0.00034674
                    162,                0.87438,                0.47686,                0.93972,                0.86881,                 0.8313,                0.89147,                0.62141,                 1.0778,                0.62735,                 1.0762,             0.00033848,             0.00033848,             0.00033848
                    163,                0.83014,                0.45371,                0.94279,                0.83971,                0.84883,                0.89098,                0.62449,                 1.0765,                0.63343,                 1.0806,             0.00033023,             0.00033023,             0.00033023
                    164,                0.85635,                0.46881,                 0.9362,                0.81941,                0.85216,                0.88654,                 0.6194,                 1.0745,                0.62935,                 1.0777,             0.00032198,             0.00032198,             0.00032198
                    165,                0.85792,                0.46607,                0.94614,                0.88778,                0.82446,                0.89844,                0.62756,                 1.0677,                0.60867,                 1.0733,             0.00031373,             0.00031373,             0.00031373
                    166,                0.84506,                0.46118,                0.94024,                0.88803,                0.81139,                0.89813,                0.62736,                 1.0675,                0.61918,                 1.0724,             0.00030548,             0.00030548,             0.00030548
                    167,                0.84718,                0.47178,                0.94151,                 0.8746,                0.82446,                 0.8952,                0.62186,                 1.0726,                0.61492,                 1.0801,             0.00029723,             0.00029723,             0.00029723
                    168,                0.82262,                0.45461,                0.93969,                0.90251,                0.79758,                0.88823,                0.61591,                 1.0822,                0.63612,                  1.083,             0.00028897,             0.00028897,             0.00028897
                    169,                0.82029,                0.45538,                0.93373,                0.87919,                0.80322,                0.88416,                0.61697,                 1.0831,                0.63602,                 1.0842,             0.00028072,             0.00028072,             0.00028072
                    170,                0.82879,                0.45797,                0.93627,                0.88166,                0.80161,                0.88207,                0.62107,                 1.0754,                0.62882,                 1.0784,             0.00027247,             0.00027247,             0.00027247
                    171,                0.84714,                0.45667,                0.94115,                0.88538,                0.80433,                0.88817,                0.61891,                 1.0819,                0.62456,                 1.0778,             0.00026422,             0.00026422,             0.00026422
                    172,                0.83108,                0.45285,                0.93396,                0.87448,                0.83402,                0.89353,                0.62284,                 1.0744,                0.61454,                 1.0721,             0.00025597,             0.00025597,             0.00025597
                    173,                0.82735,                 0.4525,                0.93433,                0.88162,                0.82764,                0.88875,                0.62038,                 1.0775,                 0.6225,                 1.0771,             0.00024772,             0.00024772,             0.00024772
                    174,                0.83145,                0.44374,                0.93213,                0.86027,                0.84342,                0.88771,                0.61745,                 1.0777,                0.62775,                 1.0776,             0.00023946,             0.00023946,             0.00023946
                    175,                0.79305,                0.43886,                0.93601,                0.85536,                0.83111,                0.88696,                0.61559,                 1.0806,                0.62603,                 1.0814,             0.00023121,             0.00023121,             0.00023121
                    176,                0.82224,                 0.4593,                0.93681,                0.85382,                0.85034,                0.88784,                0.62173,                 1.0778,                 0.6197,                 1.0798,             0.00022296,             0.00022296,             0.00022296
                    177,                 0.7941,                0.43471,                0.93277,                0.88145,                0.82373,                0.89058,                0.62509,                 1.0711,                 0.6226,                 1.0778,             0.00021471,             0.00021471,             0.00021471
                    178,                0.79958,                  0.449,                0.92891,                0.86965,                 0.8263,                0.89083,                0.62351,                 1.0745,                0.62582,                 1.0737,             0.00020646,             0.00020646,             0.00020646
                    179,                 0.8041,                0.45142,                0.93737,                0.84631,                0.84251,                0.88954,                0.62503,                 1.0821,                0.61823,                 1.0845,             0.00019821,             0.00019821,             0.00019821
                    180,                0.80456,                0.44529,                0.92893,                0.84669,                0.84784,                0.88977,                0.62371,                 1.0789,                0.61624,                 1.0838,             0.00018995,             0.00018995,             0.00018995
                    181,                 0.8347,                0.44713,                0.92755,                0.85286,                0.84081,                0.88816,                0.61961,                 1.0795,                0.61011,                 1.0811,              0.0001817,              0.0001817,              0.0001817
                    182,                0.79415,                0.44036,                 0.9355,                0.88772,                0.81652,                0.89535,                 0.6261,                 1.0742,                0.60624,                 1.0757,             0.00017345,             0.00017345,             0.00017345
                    183,                0.82484,                0.44883,                0.92752,                0.83963,                0.85697,                0.89203,                0.62245,                 1.0752,                0.60523,                 1.0796,              0.0001652,              0.0001652,              0.0001652
                    184,                0.81463,                0.45672,                0.92771,                0.87861,                0.81817,                0.88835,                0.62364,                 1.0743,                0.60597,                 1.0784,             0.00015695,             0.00015695,             0.00015695
                    185,                0.82088,                0.44262,                0.93149,                0.84928,                0.84316,                0.89152,                 0.6295,                 1.0635,                0.61386,                 1.0749,              0.0001487,              0.0001487,              0.0001487
                    186,                0.79635,                0.43732,                 0.9265,                0.86384,                0.82667,                0.88774,                0.62948,                 1.0657,                0.61565,                 1.0753,             0.00014044,             0.00014044,             0.00014044
                    187,                0.82074,                0.44596,                0.92672,                0.85137,                 0.8433,                0.89073,                0.62685,                 1.0711,                0.61227,                 1.0737,             0.00013219,             0.00013219,             0.00013219
                    188,                0.80348,                0.43733,                0.92615,                0.87135,                0.82261,                0.89182,                0.62341,                  1.073,                0.61555,                 1.0762,             0.00012394,             0.00012394,             0.00012394
                    189,                0.78726,                0.43284,                0.92498,                0.87375,                0.82163,                0.89245,                0.62484,                 1.0721,                0.61679,                 1.0776,             0.00011569,             0.00011569,             0.00011569
                    190,                0.80087,                0.43715,                0.92635,                 0.8742,                0.82574,                0.89163,                0.62407,                 1.0729,                0.60977,                 1.0756,             0.00010744,             0.00010744,             0.00010744
                    191,                0.76412,                0.39483,                0.90551,                0.87891,                0.81874,                0.88822,                0.61981,                 1.0825,                0.60281,                 1.0805,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    192,                0.74843,                0.38033,                0.89678,                0.89575,                0.81892,                0.88856,                0.61662,                 1.0837,                0.60114,                  1.086,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    193,                0.75678,                0.38218,                0.90298,                0.88307,                0.81831,                 0.8899,                0.62039,                 1.0817,                0.60597,                 1.0848,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    194,                0.76244,                0.38557,                0.90114,                0.88694,                0.81227,                0.89115,                0.61921,                 1.0823,                0.60491,                  1.084,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    195,                0.75898,                0.38511,                0.90512,                0.88634,                0.80658,                0.88923,                0.62383,                 1.0845,                0.60659,                 1.0823,              6.618e-05,              6.618e-05,              6.618e-05
                    196,                0.75208,                0.38224,                0.89082,                0.88471,                0.82032,                0.89122,                0.62197,                 1.0803,                0.60328,                 1.0812,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    197,                0.74904,                0.37214,                0.89945,                0.87771,                 0.8204,                0.88929,                0.62404,                 1.0797,                0.60147,                 1.0799,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    198,                0.75277,                0.37368,                0.89362,                0.88465,                0.82053,                 0.8916,                0.62341,                  1.077,                 0.6021,                 1.0795,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    199,                 0.7403,                0.37237,                0.90177,                0.88267,                0.81042,                0.88837,                0.62455,                 1.0768,                0.60054,                 1.0809,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    200,                0.74128,                0.37105,                0.89545,                0.88764,                0.81284,                0.89037,                0.62445,                 1.0736,                0.59934,                 1.0802,             2.4922e-05,             2.4922e-05,             2.4922e-05
